ADD_FIX,	1.007829
ADD_FLOAT,	1.697166
ADD_DOUBLE,	1.697898
SUB_FIX,	1.000000
SUB_FLOAT,	1.692808
SUB_DOUBLE,	1.717532
MUL_FIX,	1.577307
MUL_FLOAT,	1.712945
MUL_DOUBLE,	1.692396
DIV_FIX,	7.455945
DIV_FLOAT,	3.111094
DIV_DOUBLE,	3.608870
REM_FIX,	5.639291
REM_FLOAT,	3.844057
REM_DOUBLE,	4.184958
CAST_FIX_FIX,	1.890188
CAST_FIX_FLOAT,	4.261213
CAST_FIX_DOUBLE,	4.261370
CAST_FLOAT_FIX,	4.261213
CAST_FLOAT_DOUBLE,	3.239132
CAST_DOUBLE_FIX,	4.261370
CAST_DOUBLE_FLOAT,	3.239132
