ADD_FIX,	1.008629
ADD_FLOAT,	4.002057
ADD_DOUBLE,	4.002014
SUB_FIX,	1.000000
SUB_FLOAT,	4.001949
SUB_DOUBLE,	4.002037
MUL_FIX,	6.128278
MUL_FLOAT,	4.002066
MUL_DOUBLE,	4.003153
DIV_FIX,	65.535584
DIV_FLOAT,	16.008647
DIV_DOUBLE,	20.010238
REM_FIX,	20.073234
REM_FLOAT,	24.042871
REM_DOUBLE,	25.439949
CAST_FIX_FIX,	1.322484
CAST_FIX_FLOAT,	22.323408
CAST_FIX_DOUBLE,	22.324132
CAST_FLOAT_FIX,	22.323408
CAST_FLOAT_DOUBLE,	23.325623
CAST_DOUBLE_FIX,	22.324132
CAST_DOUBLE_FLOAT,	23.325623
